binomial	stateabr
Senna racemosa	QRO
Senna reticulata	QRO
Senna roemeriana	QRO
Senna septemtrionalis	QRO
Senna uniflora	QRO
Senna wislizenii	QRO
Sesbania longifolia	QRO
Sigmoidotropis speciosa	QRO
Stenolobium brachycarpum	QRO
Stylosanthes humilis	QRO
Stylosanthes mexicana	QRO
Tephrosia leucantha	QRO
Tephrosia nicaraguensis	QRO
Tephrosia vicioides	QRO
Teramnus uncinatus	QRO
Trifolium amabile	QRO
Trifolium wormskioldii	QRO
Vachellia constricta	QRO
Vachellia cornigera	QRO
Vachellia farnesiana	QRO
Vachellia pennatula	QRO
Vachellia pringlei	QRO
Vachellia rigidula	QRO
Vachellia schaffneri	QRO
Vachellia vernicosa	QRO
Vicia americana	QRO
Vicia humilis	QRO
Vicia ludoviciana	QRO
Zapoteca formosa	QRO
Zapoteca media	QRO
Zapoteca portoricensis	QRO
Zornia diphylla	QRO
Zornia reticulata	QRO
Zornia thymifolia	QRO
Quercus acutifolia	QRO
Quercus affinis	QRO
Quercus alpescens	QRO
Quercus aristata	QRO
Quercus candicans	QRO
Quercus castanea	QRO
Quercus crassifolia	QRO
Quercus crassipes	QRO
Quercus chihuahuensis	QRO
Quercus delgadoana	QRO
Quercus depressipes	QRO
Quercus deserticola	QRO
Quercus durifolia	QRO
Quercus eduardi	QRO
Quercus elliptica	QRO
Quercus frutex	QRO
Quercus fulva	QRO
Quercus furfuracea	QRO
Quercus gentryi	QRO
Quercus germana	QRO
Quercus glabrescens	QRO
Quercus glaucescens	QRO
Quercus glaucoides	QRO
Quercus greggii	QRO
Quercus grisea	QRO
Quercus hypoxantha	QRO
Quercus laeta	QRO
Quercus laurina	QRO
Quercus magnoliifolia	QRO
Quercus martinezii	QRO
Quercus mexicana	QRO
Quercus microphylla	QRO
Quercus obtusata	QRO
Quercus oleoides	QRO
Quercus peduncularis	QRO
Quercus pinnativenulosa	QRO
Quercus polymorpha	QRO
Quercus potosina	QRO
Quercus praeco	QRO
Quercus praineana	QRO
Quercus pringlei	QRO
Quercus pungens	QRO
Quercus repanda	QRO
Quercus resinosa	QRO
Quercus rhysophylla	QRO
Quercus rugosa	QRO
Quercus sartorii	QRO
Quercus sebifera	QRO
Quercus sideroxyla	QRO
Quercus subspathulata	QRO
Quercus tinkhami	QRO
Quercus urbanii	QRO
Quercus ×dysophylla	QRO
Quercus xalapensis	QRO
Fouquieria fasciculata	QRO
Fouquieria formosa	QRO
Fouquieria splendens	QRO
Garrya glaberrima	QRO
Garrya laurifolia	QRO
Garrya ovata	QRO
Gelsemium sempervirens	QRO
Centaurium petrocaule	QRO
Centaurium pringleanum	QRO
Eustoma exaltatum	QRO
Geniostemon coulteri	QRO
Geniostemon rotundifolius	QRO
Gentiana ovatiloba	QRO
Gentiana spathacea	QRO
Gentianopsis lanceolata	QRO
Gyrandra pterocaulis	QRO
Halenia alleniana	QRO
Halenia brevicornis	QRO
Halenia plantaginea	QRO
Sabatia stellaris	QRO
Zeltnera quitensis	QRO
Geranium bellum	QRO
Geranium campanulatum	QRO
Geranium deltoideum	QRO
Geranium latum	QRO
Geranium lilacinum	QRO
Geranium potentillifolium	QRO
Geranium schiedeanum	QRO
Geranium seemannii	QRO
Achimenes antirrhina	QRO
Achimenes erecta	QRO
Achimenes grandiflora	QRO
Achimenes skinneri	QRO
Smithiantha zebrina	QRO
Ribes affine	QRO
Myriophyllum hippuroides	QRO
Heliconia latispatha	QRO
Heliconia schiedeana	QRO
Heliotropium angiospermum	QRO
Heliotropium angustifolium	QRO
Heliotropium axillare	QRO
Heliotropium calcicola	QRO
Heliotropium confertifolium	QRO
Heliotropium curassavicum	QRO
Heliotropium fallax	QRO
Heliotropium foliosissimum	QRO
Heliotropium fruticosum	QRO
Heliotropium limbatum	QRO
Heliotropium pringlei	QRO
Heliotropium procumbens	QRO
Heliotropium queretaroanum	QRO
Heliotropium sessei	QRO
Heliotropium ternatum	QRO
Heliotropium torreyi	QRO
Tournefortia glabra	QRO
Tournefortia hartwegiana	QRO
Tournefortia hirsutissima	QRO
Tournefortia maculata	QRO
Tournefortia mutabilis	QRO
Tournefortia pedicellata	QRO
Tournefortia volubilis	QRO
Fendlerella mexicana	QRO
Fendlerella queretana	QRO
Hydrangea nebulicola	QRO
Philadelphus affinis	QRO
Philadelphus coulteri	QRO
Philadelphus mexicanus	QRO
Najas guadalupensis	QRO
Hydrolea spinosa	QRO
Phacelia platycarpa	QRO
Hypericum formosum	QRO
Hypericum galinum	QRO
Hypericum hypericoides	QRO
Hypericum pauciflorum	QRO
Hypericum philonotis	QRO
Hypericum silenoides	QRO
Hypoxis decumbens	QRO
Hypoxis fibrata	QRO
Hypoxis mexicana	QRO
Alophia drummondii	QRO
Eleutherine bulbosa	QRO
Eleutherine latifolia	QRO
Nemastylis tenuis	QRO
Orthrosanthus exsertus	QRO
Sisyrinchium angustifolium	QRO
Sisyrinchium angustissimum	QRO
Sisyrinchium arguellesiae	QRO
Sisyrinchium arizonicum	QRO
Sisyrinchium cernuum	QRO
Sisyrinchium convolutum	QRO
Sisyrinchium macrophyllum	QRO
Sisyrinchium scabrum	QRO
Sisyrinchium schaffneri	QRO
Sisyrinchium serrulatum	QRO
Sisyrinchium tenuifolium	QRO
Tigridia alpestris	QRO
Tigridia catarinensis	QRO
Tigridia ehrenbergii	QRO
Tigridia multiflora	QRO
Tigridia pavonia	QRO
Tigridia rzedowskiana	QRO
Tigridia vanhouttei	QRO
Pterostemon mexicanus	QRO
Carya illinoinensis	QRO
Carya ovata	QRO
Carya palmeri	QRO
Juglans hirsuta	QRO
Juglans major	QRO
Juglans mollis	QRO
Juncus acuminatus	QRO
Juncus balticus	QRO
Juncus bufonius	QRO
Juncus dichotomus	QRO
Juncus ebracteatus	QRO
Juncus effusus	QRO
Juncus microcephalus	QRO
Juncus tenuis	QRO
Triglochin scilloides	QRO
Koeberlinia spinosa	QRO
Krameria bicolor	QRO
Krameria cytisoides	QRO
Krameria paucifolia	QRO
Krameria secundiflora	QRO
Agastache mexicana	QRO
Agastache palmeri	QRO
Asterohyptis mociniana	QRO
Callicarpa acuminata	QRO
Cantinoa mutabilis	QRO
Clinopodium brownei	QRO
Clinopodium macrostemum	QRO
Clinopodium mexicanum	QRO
Clinopodium procumbens	QRO
Condea albida	QRO
Condea tomentosa	QRO
Condea verticillata	QRO
Hedeoma costata	QRO
Hedeoma drummondii	QRO
Hedeoma nana	QRO
Hedeoma palmeri	QRO
Hyptis capitata	QRO
Lepechinia caulescens	QRO
Lepechinia mexicana	QRO
Lepechinia schiedeana	QRO
Mentha canadensis	QRO
Mesosphaerum pectinatum	QRO
Ocimum basilicum	QRO
Ocimum campechianum	QRO
Ocimum carnosum	QRO
Poliomintha marifolia	QRO
Salvia assurgens	QRO
Salvia axillaris	QRO
Salvia ballotiflora	QRO
Salvia buchananii	QRO
Salvia candicans	QRO
Salvia carranzae	QRO
Salvia coccinea	QRO
Salvia concolor	QRO
Salvia connivens	QRO
Salvia coulteri	QRO
Salvia curviflora	QRO
Salvia chamaedryoides	QRO
Salvia elegans	QRO
Salvia filifolia	QRO
Salvia fluviatilis	QRO
Salvia fulgens	QRO
Salvia gesneriflora	QRO
Salvia helianthemifolia	QRO
Salvia hidalgensis	QRO
Salvia hirsuta	QRO
Salvia hispanica	QRO
Salvia jacalana	QRO
Salvia karwinskii	QRO
Salvia keerlii	QRO
Salvia laevis	QRO
Salvia langlassei	QRO
Salvia lavanduloides	QRO
Salvia melissodora	QRO
Salvia mexicana	QRO
Salvia microphylla	QRO
Salvia misella	QRO
Salvia mocinoi	QRO
Salvia nana	QRO
Salvia occidentalis	QRO
Salvia oreopola	QRO
Salvia patens	QRO
Salvia podadena	QRO
Salvia polystachia	QRO
Salvia prunelloides	QRO
Salvia puberula	QRO
Salvia purpurea	QRO
Salvia recurva	QRO
Salvia reflexa	QRO
Salvia regla	QRO
Salvia reptans	QRO
Salvia rupicola	QRO
Salvia sacculus	QRO
Salvia setulosa	QRO
Salvia stricta	QRO
Salvia tiliifolia	QRO
Salvia xolocotzii	QRO
Salvia zamoranensis	QRO
Scutellaria drummondii	QRO
Scutellaria dumetorum	QRO
Scutellaria potosina	QRO
Scutellaria pseudocearulea	QRO
Scutellaria seleriana	QRO
Scutellaria suffrutescens	QRO
Stachys agraria	QRO
Stachys albotomentosa	QRO
Stachys boraginoides	QRO
Stachys coccinea	QRO
Stachys eriantha	QRO
Stachys lindenii	QRO
Stachys nepetifolia	QRO
Stachys parvifolia	QRO
Stachys pringlei	QRO
Stachys rotundifolia	QRO
Stachys sanchezii	QRO
Teucrium canadense	QRO
Teucrium cubense	QRO
Teucrium vesicarium	QRO
Volkameria ligustrina	QRO
Beilschmiedia mexicana	QRO
Cinnamomum bractefoliaceum	QRO
Cinnamomum effusum	QRO
Cinnamomum pachypodum	QRO
Cinnamomum salicifolium	QRO
Licaria campechiana	QRO
Licaria capitata	QRO
Licaria urceolata	QRO
Litsea glaucescens	QRO
Nectandra salicifolia	QRO
Ocotea effusa	QRO
Ocotea klotzschiana	QRO
Ocotea psychotrioides	QRO
Ocotea salvinii	QRO
Ocotea tampicensis	QRO
Persea americana	QRO
Persea chamissonis	QRO
Persea liebmannii	QRO
Persea pallescens	QRO
Persea purpusii	QRO
Pinguicula acuminata	QRO
Pinguicula agnata	QRO
Pinguicula calderoniae	QRO
Pinguicula caudata	QRO
Pinguicula ehlersiae	QRO
Pinguicula elizabethiae	QRO
Pinguicula esseriana	QRO
Pinguicula lilacina	QRO
Pinguicula macrophylla	QRO
Pinguicula martinezii	QRO
Pinguicula moctezumae	QRO
Pinguicula moranensis	QRO
Pinguicula parvifolia	QRO
Utricularia foliosa	QRO
Utricularia gibba	QRO
Utricularia perversa	QRO
Calochortus barbatus	QRO
Calochortus ghiesbreghtii	QRO
Calochortus venustulus	QRO
Linum mexicanum	QRO
Linum nelsonii	QRO
Linum orizabae	QRO
Linum rupestre	QRO
Linum scabrellum	QRO
Linum schiedeanum	QRO
Linum tenellum	QRO
Lindernia scandens	QRO
Lindernia tridentata	QRO
Micranthemum umbrosum	QRO
Cevallia sinuata	QRO
Eucnide bartonioides	QRO
Eucnide hirta	QRO
Eucnide lobata	QRO
Gronovia scandens	QRO
Mentzelia aspera	QRO
Mentzelia hispida	QRO
Spigelia humboldtiana	QRO
Spigelia longiflora	QRO
Cladocolea pedicellata	QRO
Psittacanthus calyculatus	QRO
Psittacanthus palmeri	QRO
Psittacanthus schiedeanus	QRO
Struthanthus quercicola	QRO
Cuphea aequipetala	QRO
Cuphea angustifolia	QRO
Cuphea calaminthifolia	QRO
Cuphea cyanea	QRO
Cuphea decandra	QRO
Cuphea hookeriana	QRO
Cuphea humifusa	QRO
Cuphea hyssopifolia	QRO
Cuphea lanceolata	QRO
Cuphea llavea	QRO
Cuphea salicifolia	QRO
Cuphea tolucana	QRO
Cuphea watsoniana	QRO
Cuphea wrightii	QRO
Heimia salicifolia	QRO
Lythrum alatum	QRO
Lythrum album	QRO
Lythrum gracile	QRO
Rotala mexicana	QRO
Magnolia dealbata	QRO
Magnolia rzedowskiana	QRO
Magnolia schiedeana	QRO
Banisteriopsis muricata	QRO
Bunchosia biocellata	QRO
Bunchosia lindeniana	QRO
Callaeum macropterum	QRO
Callaeum septentrionale	QRO
Galphimia glauca	QRO
Gaudichaudia albida	QRO
Gaudichaudia cynanchoides	QRO
Gaudichaudia hirtella	QRO
Gaudichaudia mucronata	QRO
Heteropterys brachiata	QRO
Malpighia glabra	QRO
Mascagnia lilacina	QRO
Stigmaphyllon lindenianum	QRO
Stigmaphyllon retusum	QRO
Tetrapterys schiedeana	QRO
Abutilon dugesii	QRO
Abutilon glabriflorum	QRO
Abutilon hypoleucum	QRO
Abutilon incanum	QRO
Abutilon malacum	QRO
Abutilon percaudatum	QRO
Abutilon purpusii	QRO
Abutilon reventum	QRO
Abutilon simulans	QRO
Abutilon trisulcatum	QRO
Allosidastrum pyramidatum	QRO
Allowissadula floribunda	QRO
Allowissadula glandulosa	QRO
Allowissadula holosericea	QRO
Allowissadula pringlei	QRO
Allowissadula racemosa	QRO
Allowissadula rosei	QRO
Allowissadula sessei	QRO
Anoda acerifolia	QRO
Anoda crenatiflora	QRO
Anoda cristata	QRO
Anoda henricksonii	QRO
Anoda lanceolata	QRO
Anoda maculata	QRO
Anoda pedunculosa	QRO
Anoda pentaschista	QRO
Anoda pubescens	QRO
Anoda thurberi	QRO
Ayenia berlandieri	QRO
Ayenia fruticosa	QRO
Ayenia jaliscana	QRO
Ayenia mexicana	QRO
Ayenia micrantha	QRO
Ayenia rotundifolia	QRO
Ayenia standleyi	QRO
Bakeridesia ferruginea	QRO
Bakeridesia integerrima	QRO
Bakeridesia notolophium	QRO
Bastardia bivalvis	QRO
Bastardia viscosa	QRO
Berrya cubensis	QRO
Byttneria aculeata	QRO
Ceiba acuminata	QRO
Ceiba aesculifolia	QRO
Ceiba pentandra	QRO
Corchorus siliquosus	QRO
Fuertesimalva jacens	QRO
Fuertesimalva limensis	QRO
Gaya minutiflora	QRO
Gaya occidentalis	QRO
Gossypium lanceolatum	QRO
Gossypium trilobum	QRO
Guazuma ulmifolia	QRO
Heliocarpus americanus	QRO
Heliocarpus appendiculatus	QRO
Heliocarpus donnellsmithii	QRO
Heliocarpus mexicanus	QRO
Heliocarpus terebinthaceus	QRO
Herissantia crispa	QRO
Hibiscus acicularis	QRO
Hibiscus clypeatus	QRO
Hibiscus coulteri	QRO
Hibiscus denudatus	QRO
Hibiscus elegans	QRO
Hibiscus furcellatus	QRO
Hibiscus lavateroides	QRO
Hibiscus martianus	QRO
Hochreutinera amplexifolia	QRO
Kearnemalvastrum lacteum	QRO
Kearnemalvastrum subtriflorum	QRO
Kosteletzkya depressa	QRO
Kosteletzkya hispidula	QRO
Malachra capitata	QRO
Malachra fasciata	QRO
Malvastrum americanum	QRO
Malvastrum bicuspidatum	QRO
Malvastrum coromandelianum	QRO
Malvaviscus arboreus	QRO
Malvella lepidota	QRO
Malvella leprosa	QRO
Melochia nodiflora	QRO
Melochia pyramidata	QRO
Pavonia candida	QRO
Pavonia paniculata	QRO
Pavonia schiedeana	QRO
Pavonia uniflora	QRO
Periptera punicea	QRO
Phymosia pauciflora	QRO
Phymosia rzedowskii	QRO
Phymosia umbellata	QRO
Pseudabutilon ellipticum	QRO
Pseudobombax ellipticum	QRO
Rhynchosida physocalyx	QRO
Robinsonella discolor	QRO
Sida abutifolia	QRO
Sida acuta	QRO
Sida aggregata	QRO
Sida ciliaris	QRO
Sida cuspidata	QRO
Sida elliottii	QRO
Sida glabra	QRO
Sida linearis	QRO
Sida monticola	QRO
Sida prolifica	QRO
Sida rhombifolia	QRO
Sida spinosa	QRO
Sida turneroides	QRO
Sidastrum tehuacanum	QRO
Sphaeralcea angustifolia	QRO
Sphaeralcea hastulata	QRO
Tarasa antofagastana	QRO
Tarasa geranioides	QRO
Tilia americana	QRO
Triumfetta grandiflora	QRO
Triumfetta lappula	QRO
Triumfetta semitriloba	QRO
Waltheria indica	QRO
Wissadula amplissima	QRO
Wissadula periplocifolia	QRO
Maranta arundinacea	QRO
Maranta divaricata	QRO
Martynia annua	QRO
Proboscidea louisiana	QRO
Anticlea neglecta	QRO
Anticlea virescens	QRO
Schoenocaulon caricifolium	QRO
Schoenocaulon officinale	QRO
Arthrostemma alatum	QRO
Arthrostemma ciliatum	QRO
Clidemia petiolaris	QRO
Conostegia xalapensis	QRO
Leandra cornoides	QRO
Miconia anisotricha	QRO
Miconia moorei	QRO
Miconia oligotricha	QRO
Miconia sylvatica	QRO
Tibouchina galeottiana	QRO
Tibouchina longifolia	QRO
Tibouchina naudiniana	QRO
Tibouchina rufipilis	QRO
Tibouchina tortuosa	QRO
Cedrela odorata	QRO
Swietenia macrophylla	QRO
Trichilia havanensis	QRO
Trichilia hirta	QRO
Cissampelos pareira	QRO
Cocculus diversifolius	QRO
Menispermum canadense	QRO
Nymphoides fallax	QRO
Nymphoides indica	QRO
Mollugo verticillata	QRO
Calandrinia ciliata	QRO
Claytonia perfoliata	QRO
Montia chamissoi	QRO
Phemeranthus aurantiacus	QRO
Phemeranthus multiflorus	QRO
Phemeranthus napiformis	QRO
Brosimum alicastrum	QRO
Castilla elastica	QRO
Dorstenia contrajerva	QRO
Dorstenia drakena	QRO
Dorstenia excentrica	QRO
Ficus americana	QRO
Ficus aurea	QRO
Ficus cotinifolia	QRO
Ficus crocata	QRO
Ficus insipida	QRO
Ficus maxima	QRO
Ficus membranacea	QRO
Ficus obtusifolia	QRO
Ficus pertusa	QRO
Ficus rzedowskiana	QRO
Ficus trigonata	QRO
Maclura tinctoria	QRO
Morus celtidifolia	QRO
Trophis racemosa	QRO
Muntingia calabura	QRO
Morella cerifera	QRO
Morella pringlei	QRO
Calycorectes mexicanus	QRO
Eugenia axillaris	QRO
Eugenia capuli	QRO
Eugenia crenularis	QRO
Eugenia karwinskyana	QRO
Eugenia liebmannii	QRO
Eugenia oerstediana	QRO
Eugenia pueblana	QRO
Eugenia xalapensis	QRO
Eugenia xilitlensis	QRO
Mosiera ehrenbergii	QRO
Myrcianthes fragrans	QRO
Psidium guajava	QRO
Psidium guineense	QRO
Psidium sartorianum	QRO
Acleisanthes crassifolia	QRO
Acleisanthes obtusa	QRO
Allionia choisyi	QRO
Allionia incarnata	QRO
Boerhavia coccinea	QRO
Boerhavia erecta	QRO
Boerhavia gracillima	QRO
Commicarpus scandens	QRO
Cyphomeris crassifolia	QRO
Cyphomeris gypsophiloides	QRO
Mirabilis aggregata	QRO
Mirabilis albida	QRO
Mirabilis glabrifolia	QRO
Mirabilis jalapa	QRO
Mirabilis longiflora	QRO
Mirabilis melanotricha	QRO
Mirabilis nyctaginea	QRO
Mirabilis violacea	QRO
Mirabilis viscosa	QRO
Neea psychotrioides	QRO
Okenia hypogaea	QRO
Pisonia aculeata	QRO
Pisoniella arborescens	QRO
Salpianthus purpurascens	QRO
Nymphaea ampla	QRO
Cartrema americana	QRO
Forestiera angustifolia	QRO
Forestiera durangensis	QRO
Forestiera phillyreoides	QRO
Forestiera reticulata	QRO
Forestiera tomentosa	QRO
Fraxinus dubia	QRO
Fraxinus greggii	QRO
Fraxinus rufescens	QRO
Fraxinus uhdei	QRO
Menodora coulteri	QRO
Menodora helianthemoides	QRO
Calylophus hartwegii	QRO
Epilobium ciliatum	QRO
Epilobium denticulatum	QRO
Fuchsia encliandra	QRO
Fuchsia lycioides	QRO
Fuchsia microphylla	QRO
Fuchsia thymifolia	QRO
Gaura calcicola	QRO
Gaura drummondii	QRO
Gaura mutabilis	QRO
Hauya elegans	QRO
Lopezia miniata	QRO
Lopezia nuevo-leonis	QRO
Lopezia racemosa	QRO
Lopezia trichota	QRO
Ludwigia bonariensis	QRO
Ludwigia clavellina	QRO
Ludwigia octovalvis	QRO
Ludwigia palustris	QRO
Ludwigia peploides	QRO
Oenothera deserticola	QRO
Oenothera drummondii	QRO
Oenothera hexandra	QRO
Oenothera kunthiana	QRO
Oenothera laciniata	QRO
Oenothera luciae-julianae	QRO
Oenothera pubescens	QRO
Oenothera rosea	QRO
Oenothera suffrutescens	QRO
Oenothera tetraptera	QRO
Agonandra obtusifolia	QRO
Agonandra racemosa	QRO
Acianthera angustifolia	QRO
Acianthera obscura	QRO
Alamania punicea	QRO
Arpophyllum laxiflorum	QRO
Aulosepalum pyramidale	QRO
Aulosepalum ramentaceum	QRO
Beloglottis costaricensis	QRO
Bletia coccinea	QRO
Bletia purpurea	QRO
Bletia reflexa	QRO
Brassavola cucullata	QRO
Calanthe calanthoides	QRO
Catasetum integerrimum	QRO
Corallorrhiza bulbosa	QRO
Corallorrhiza maculata	QRO
Cranichis subumbellata	QRO
Cranichis sylvatica	QRO
Cyclopogon elatus	QRO
Cyclopogon luteo-albus	QRO
Cyclopogon violaceus	QRO
Cyrtopodium macrobulbon	QRO
Chysis bractescens	QRO
Deiregyne densiflora	QRO
Dichaea glauca	QRO
Dichaea muricatoides	QRO
Dichaea neglecta	QRO
Dichromanthus aurantiacus	QRO
Dichromanthus cinnabarinus	QRO
Dichromanthus michuacanus	QRO
Encyclia candollei	QRO
Encyclia guatemalensis	QRO
Epidendrum cardiophorum	QRO
Epidendrum cristatum	QRO
Epidendrum lignosum	QRO
Epidendrum longipetalum	QRO
Epidendrum magnoliae	QRO
Epidendrum propinquum	QRO
Funkiella hyemalis	QRO
Funkiella parasitica	QRO
Galeoglossum tubulosum	QRO
Galeottiella sarcoglossa	QRO
Goodyera striata	QRO
Govenia mutica	QRO
Govenia purpusii	QRO
Habenaria pringlei	QRO
Habenaria repens	QRO
Habenaria strictissima	QRO
Homalopetalum pumilum	QRO
Isochilus chiriquensis	QRO
Isochilus linearis	QRO
Isochilus unilateralis	QRO
Kionophyton sawyeri	QRO
Kionophyton seminudum	QRO
Laelia anceps	QRO
Laelia autumnalis	QRO
Laelia eyermaniana	QRO
Laelia speciosa	QRO
Leochilus oncidioides	QRO
Lepanthes papilionacea	QRO
Liparis vexillifera	QRO
Lycaste aromatica	QRO
Lycaste consobrina	QRO
Lycaste crinita	QRO
Malaxis carnosa	QRO
Malaxis corymbosa	QRO
Malaxis excavata	QRO
Malaxis fastigiata	QRO
Malaxis histionantha	QRO
Malaxis maianthemifolia	QRO
Malaxis soulei	QRO
Maxillaria densa	QRO
Maxillaria variabilis	QRO
Mesadenus lucayanus	QRO
Mesadenus polyanthus	QRO
Mormodes maculata	QRO
Nidema boothii	QRO
Notylia barkeri	QRO
Oestlundia cyanocolumna	QRO
Oncidium sphacelatum	QRO
Ornithocephalus inflexus	QRO
Pelexia adnata	QRO
Pelexia gutturosa	QRO
Platanthera limosa	QRO
Ponthieva ephippium	QRO
Ponthieva mexicana	QRO
Ponthieva racemosa	QRO
Ponthieva schaffneri	QRO
Prosthechea cochleata	QRO
Prosthechea livida	QRO
Prosthechea mariae	QRO
Prosthechea radiata	QRO
Pseudogoodyera pseudogoodyerioides	QRO
Rhynchostele rossii	QRO
Sacoila lanceolata	QRO
Sarcoglottis richardiana	QRO
Sarcoglottis rosulata	QRO
Sarcoglottis sceptrodes	QRO
Sarcoglottis schaffneri	QRO
Schiedeella durangensis	QRO
Schiedeella llaveana	QRO
Schiedeella nagelii	QRO
Sotoa confusa	QRO
Specklinia tribuloides	QRO
Spiranthes graminea	QRO
Stanhopea tigrina	QRO
Stelis nicaraguensis	QRO
Tamayorkis ehrenbergii	QRO
Tamayorkis wendtii	QRO
Trichocentrum biorbiculare	QRO
Trichocentrum candidum	QRO
Trichocentrum cebolleta	QRO
Trichocentrum cosymbephorum	QRO
Triphora trianthophora	QRO
Vanilla planifolia	QRO
Agalinis peduncularis	QRO
Buchnera obliqua	QRO
Buchnera pusilla	QRO
Castilleja arvensis	QRO
Castilleja gracilis	QRO
Castilleja integra	QRO
Castilleja integrifolia	QRO
Castilleja lithospermoides	QRO
Castilleja rigida	QRO
Castilleja scorzonerifolia	QRO
Castilleja tenuiflora	QRO
Conopholis alpina	QRO
Escobedia laevis	QRO
Lamourouxia brachyantha	QRO
Lamourouxia dasyantha	QRO
Lamourouxia multifida	QRO
Lamourouxia nelsonii	QRO
Lamourouxia pringlei	QRO
Lamourouxia rhinanthifolia	QRO
Lamourouxia tenuifolia	QRO
Lamourouxia viscosa	QRO
Melasma physalodes	QRO
Orobanche dugesii	QRO
Orobanche ludoviciana	QRO
Pedicularis canadensis	QRO
Seymeria decurva	QRO
Seymeria virgata	QRO
Silviella prostrata	QRO
Oxalis alpina	QRO
Oxalis corniculata	QRO
Oxalis decaphylla	QRO
Oxalis dillenii	QRO
Oxalis divergens	QRO
Oxalis hernandezii	QRO
Oxalis latifolia	QRO
Oxalis lunulata	QRO
Oxalis rhombifolia	QRO
Argemone grandiflora	QRO
Argemone intermedia	QRO
Argemone mexicana	QRO
Argemone ochroleuca	QRO
Argemone platyceras	QRO
Argemone superba	QRO
Bocconia frutescens	QRO
Corydalis pseudomicrantha	QRO
Passiflora adenopoda	QRO
Passiflora biflora	QRO
Passiflora bryonoides	QRO
Passiflora capsularis	QRO
Passiflora conzattiana	QRO
Passiflora coriacea	QRO
Passiflora exsudans	QRO
Passiflora foetida	QRO
Passiflora pilosa	QRO
Passiflora serratifolia	QRO
Passiflora sexflora	QRO
Passiflora sicyoides	QRO
Passiflora suberosa	QRO
Passiflora subpeltata	QRO
Turnera diffusa	QRO
Turnera pumilea	QRO
Cleyera theoides	QRO
Ternstroemia huasteca	QRO
Ternstroemia sylvatica	QRO
Ternstroemia tepezapote	QRO
Erythranthe glabrata	QRO
Hemichaena coulteri	QRO
Leucocarpus perfoliatus	QRO
Mimulus cardinalis	QRO
Astrocasia neurocarpa	QRO
Margaritaria nobilis	QRO
Phyllanthus adenodiscus	QRO
Phyllanthus barbarae	QRO
Phyllanthus compressus	QRO
Phyllanthus grandifolius	QRO
Phyllanthus graveolens	QRO
Phyllanthus mocinianus	QRO
Phyllanthus niruri	QRO
Phyllanthus polygonoides	QRO
Phyllanthus subcuneatus	QRO
Savia sessiliflora	QRO
Phyllonoma laticuspis	QRO
Agdestis clematidea	QRO
Petiveria alliacea	QRO
Phytolacca americana	QRO
Phytolacca icosandra	QRO
Phytolacca rivinoides	QRO
Rivina humilis	QRO
Trichostigma octandrum	QRO
Picramnia antidesma	QRO
Picramnia polyantha	QRO
Picramnia xalapensis	QRO
Peperomia blanda	QRO
Peperomia bracteata	QRO
Peperomia galioides	QRO
Peperomia glabella	QRO
Peperomia granulosa	QRO
Peperomia hispidula	QRO
Peperomia hondoana	QRO
Peperomia liebmannii	QRO
Peperomia macrostachya	QRO
Peperomia maculosa	QRO
Peperomia microphylla	QRO
Peperomia monticola	QRO
Peperomia obtusifolia	QRO
Peperomia quadrifolia	QRO
Peperomia rotundifolia	QRO
Peperomia succulenta	QRO
Peperomia tetraphylla	QRO
Peperomia umbilicata	QRO
Piper aduncum	QRO
Piper amalago	QRO
Piper auritum	QRO
Piper dilatatum	QRO
Piper hispidum	QRO
Piper sanctum	QRO
Piper schiedeanum	QRO
Piper umbellatum	QRO
Bacopa monnieri	QRO
Bacopa repens	QRO
Bacopa rotundifolia	QRO
Callitriche deflexa	QRO
Callitriche heterophylla	QRO
Maurandya antirrhiniflora	QRO
Maurandya barclayana	QRO
Maurandya erubescens	QRO
Mecardonia procumbens	QRO
Penstemon amphorellae	QRO
Penstemon barbatus	QRO
Penstemon campanulatus	QRO
Penstemon gentianoides	QRO
Penstemon hartwegii	QRO
Penstemon hidalgensis	QRO
Penstemon imberbis	QRO
Penstemon miniatus	QRO
Penstemon pinifolius	QRO
Penstemon roseus	QRO
Penstemon tenuifolius	QRO
Plantago alismatifolia	QRO
Plantago australis	QRO
Plantago floccosa	QRO
Plantago linearis	QRO
Plantago nivea	QRO
Plantago virginica	QRO
Russelia coccinea	QRO
Russelia cuneata	QRO
Russelia equisetiformis	QRO
Russelia maculosa	QRO
Russelia polyedra	QRO
Russelia retrorsa	QRO
Russelia sarmentosa	QRO
Russelia syringifolia	QRO
